summoner_name,champion_name,tags,kills,deaths,assists,lane,team_color,has_won,goldEarned,totalDamageDealtToChampions,totalMinionsKilled,neutralMinionsKilled,items
ceroJR,Yasuo,"Fighter, Assassin",9,11,6,MIDDLE,200,True,14834,24542,233,4,"Blade of The Ruined King, Immortal Shieldbow, Infinity Edge, Last Whisper, Executioner's Calling, Berserker's Greaves, Stealth Ward"
Amrk jr,Jinx,Marksman,5,7,9,BOTTOM,200,True,14456,22037,262,4,"Berserker's Greaves, The Collector, Opportunity, Infinity Edge, Pickaxe, Unknown Item, Farsight Alteration"
Cloude,Lulu,"Support, Mage",1,8,13,UTILITY,200,True,8972,7870,42,0,"Dream Maker, Shurelya's Battlesong, Mercury's Treads, Oblivion Orb, Moonstone Renewer, Blasting Wand, Oracle Lens"
sorceror,Nasus,"Fighter, Tank",3,2,6,TOP,100,True,10698,17452,200,0,"Spear of Shojin, Iceborn Gauntlet, Warden's Mail, Ionian Boots of Lucidity, Tear of the Goddess, Glacial Buckler, Stealth Ward"
Dyslexics Riven,Ivern,"Support, Mage",4,7,12,JUNGLE,100,True,10186,14574,25,134,"Lich Bane, Blackfire Torch, Hextech Alternator, Needlessly Large Rod, Dark Seal, Ionian Boots of Lucidity, Stealth Ward"
Utito tempo san,Vex,Mage,7,6,8,MIDDLE,100,True,9754,21591,159,0,"Luden's Companion, Doran's Ring, Sorcerer's Shoes, Shadowflame, Needlessly Large Rod, Unknown Item, Stealth Ward"
Proffesori,Kaisa,"Marksman, Mage",19,6,8,BOTTOM,100,True,16453,43642,189,4,"Shadowflame, Statikk Shiv, Guinsoo's Rageblade, Berserker's Greaves, Nashor's Tooth, Amplifying Tome, Farsight Alteration"
JJ Muqtaia,Blitzcrank,"Tank, Support",3,8,13,UTILITY,100,True,7784,5664,22,0,"Solstice Sleigh, Locket of the Iron Solari, Unknown Item, Boots of Swiftness, Warden's Mail, Zeke's Convergence, Oracle Lens"
Cretu,RekSai,"Fighter, Tank",1,5,6,TOP,200,False,7969,15083,154,3,"Plated Steelcaps, Thornmail, Titanic Hydra, Null-Magic Mantle, Ruby Crystal, Unknown Item, Stealth Ward"
Darisash,Talon,Assassin,10,8,6,JUNGLE,200,False,11581,20172,35,146,"Serpent's Fang, Hubris, Eclipse, Serrated Dirk, Unknown Item, Symbiotic Soles, Oracle Lens"
Finqa,Yone,"Fighter, Assassin",9,7,5,MIDDLE,200,False,10784,16619,161,8,"Doran's Shield, Stridebreaker, Blade of The Ruined King, Berserker's Greaves, Pickaxe, Noonquiver, Stealth Ward"
Amrk jr,Ziggs,Mage,5,7,6,BOTTOM,200,False,10626,20655,186,0,"Sorcerer's Shoes, Seraph's Embrace, Liandry's Torment, Luden's Companion, Unknown Item, Unknown Item, Farsight Alteration"
Cloude,Senna,"Support, Marksman",4,9,15,UTILITY,200,False,8685,11677,27,0,"Bloodsong, Black Cleaver, Boots of Swiftness, Echoes of Helia, Kindlegem, Unknown Item, Oracle Lens"
Danis1994,Chogath,"Tank, Mage",0,0,0,TOP,100,True,500,261,0,0,"Doran's Shield, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
Draminos Pateras,Viego,"Fighter, Assassin",0,0,0,JUNGLE,100,True,500,0,0,0,"Health Potion, Unknown Item, Scorchclaw Pup, Unknown Item, Unknown Item, Unknown Item, Oracle Lens"
Artful,Corki,"Marksman, Mage",1,0,0,MIDDLE,100,True,900,666,0,0,"Doran's Blade, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
C0sma97,Caitlyn,Marksman,0,0,0,BOTTOM,100,True,505,0,0,0,"Doran's Blade, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
colalazer,Thresh,"Support, Tank",0,0,0,UTILITY,100,True,500,0,0,0,"World Atlas, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
Chacal,Gnar,"Fighter, Tank",0,1,0,TOP,200,False,500,701,0,0,"Doran's Shield, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
Amrk jr,Zac,"Tank, Fighter",0,0,0,JUNGLE,200,False,500,0,0,0,"Mosstomper Seedling, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Oracle Lens"
Taylor Shift,KogMaw,"Marksman, Mage",0,0,0,MIDDLE,200,False,500,210,0,0,"Doran's Ring, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
Jozalallaes,Draven,Marksman,0,0,0,BOTTOM,200,False,500,0,0,0,"Unknown Item, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Unknown Item"
Cloude,Rakan,Support,0,0,0,UTILITY,200,False,500,0,0,0,"World Atlas, Health Potion, Unknown Item, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
BGT Deest,Illaoi,"Fighter, Tank",8,4,8,TOP,100,True,12442,24318,177,0,"Doran's Shield, Tunneler, Iceborn Gauntlet, Black Cleaver, Mercury's Treads, Pickaxe, Stealth Ward"
Kinishara,Briar,"Fighter, Assassin",5,7,9,JUNGLE,100,True,10580,10482,24,126,"The Collector, Profane Hydra, Cloth Armor, Lord Dominik's Regards, Slightly Magical Footwear, Unknown Item, Stealth Ward"
BGT iSaNn,Leblanc,"Assassin, Mage",12,5,8,MIDDLE,100,True,12661,27083,169,0,"Doran's Ring, Malignance, Luden's Companion, Sorcerer's Shoes, Stormsurge, Needlessly Large Rod, Farsight Alteration"
Amrk jr,MissFortune,"Marksman, Mage",15,10,11,BOTTOM,100,True,13174,30064,150,9,"Berserker's Greaves, Bloodthirster, Infinity Edge, Cloak of Agility, Long Sword, Essence Reaver, Farsight Alteration"
Cloude,Rell,"Tank, Support",2,9,27,UTILITY,100,True,8611,10943,17,0,"Celestial Opposition, Zeke's Convergence, Plated Steelcaps, Unknown Item, Locket of the Iron Solari, Kindlegem, Oracle Lens"
NRG YUDON,Gragas,"Fighter, Mage",9,7,6,TOP,200,False,10715,24409,142,0,"Lost Chapter, Cosmic Drive, Ionian Boots of Lucidity, Fimbulwinter, Hextech Alternator, Cloth Armor, Farsight Alteration"
L9 śmigła,Rengar,"Assassin, Fighter",4,6,7,JUNGLE,200,False,10388,13299,29,151,"Edge of Night, Tiamat, Plated Steelcaps, Voltaic Cyclosword, Executioner's Calling, Unknown Item, Oracle Lens"
110 White,Aurora,"Mage, Assassin",4,7,6,MIDDLE,200,False,9404,20387,167,0,"Liandry's Torment, Malignance, Sorcerer's Shoes, Doran's Ring, Fiendish Codex, Aether Wisp, Stealth Ward"
ROAD TO D4 ASAP,Corki,"Marksman, Mage",14,12,6,BOTTOM,200,False,12204,26435,150,0,"Infinity Edge, The Collector, Plated Steelcaps, Rapid Firecannon, Long Sword, Long Sword, Farsight Alteration"
MC HAΜΜER,Blitzcrank,"Tank, Support",4,10,17,UTILITY,200,False,8075,8718,19,0,"Celestial Opposition, Locket of the Iron Solari, Unknown Item, Boots of Swiftness, Trailblazer, Unknown Item, Oracle Lens"
Sup3rbz,Quinn,"Marksman, Assassin",17,5,4,TOP,100,True,14422,44129,181,4,"Opportunity, Edge of Night, Synchronized Souls, Serpent's Fang, Hubris, Noonquiver, Oracle Lens"
Amrk jr,Zac,"Tank, Fighter",0,4,17,JUNGLE,100,True,8933,11677,16,114,"Ionian Boots of Lucidity, Thornmail, Control Ward, Warden's Mail, Unknown Item, Sunfire Aegis, Oracle Lens"
Kinkiktor,Brand,"Mage, Support",10,2,8,MIDDLE,100,True,11785,29973,178,2,"Liandry's Torment, Refillable Potion, Rylai's Crystal Scepter, Sorcerer's Shoes, Blackfire Torch, Needlessly Large Rod, Stealth Ward"
GREECE DADDY,Caitlyn,Marksman,12,5,5,BOTTOM,100,True,13336,27412,183,12,"Last Whisper, The Collector, Infinity Edge, Boots of Swiftness, Rapid Firecannon, Noonquiver, Farsight Alteration"
Cloude,Rakan,Support,2,5,22,UTILITY,100,True,8751,8512,29,0,"Celestial Opposition, Locket of the Iron Solari, Plated Steelcaps, Zeke's Convergence, Unknown Item, Aether Wisp, Oracle Lens"
Veourtcha,Garen,"Fighter, Tank",3,10,2,TOP,200,False,10341,9085,194,4,"Stridebreaker, Phantom Dancer, Cloak of Agility, Doran's Shield, Berserker's Greaves, Last Whisper, Stealth Ward"
At1La,Graves,Marksman,8,6,4,JUNGLE,200,False,12772,23446,25,163,"Youmuu's Ghostblade, Lord Dominik's Regards, The Collector, Mercury's Treads, Noonquiver, Pickaxe, Oracle Lens"
Its a trap,Smolder,"Marksman, Mage",3,8,3,MIDDLE,200,False,10790,15454,190,4,"Muramana, Cloak of Agility, Rapid Firecannon, Boots, Trinity Force, Long Sword, Farsight Alteration"
AdaQuiZel420,Ezreal,"Marksman, Mage",5,6,3,BOTTOM,200,False,9852,19013,183,7,"Pickaxe, Trinity Force, Muramana, Ionian Boots of Lucidity, Long Sword, Ruby Crystal, Farsight Alteration"
Ølivia Rodrigo,Karma,"Mage, Support",2,11,7,UTILITY,200,False,7128,14400,25,0,"Zaz'Zak's Realmspike, Shurelya's Battlesong, Ionian Boots of Lucidity, Malignance, Glowing Mote, Glowing Mote, Stealth Ward"
matixi21,Olaf,"Fighter, Tank",9,4,2,TOP,100,True,15695,31979,216,8,"Doran's Blade, Stridebreaker, Sundered Sky, Plated Steelcaps, Sterak's Gage, Steel Sigil, Stealth Ward"
O s ă m a NA,Khazix,Assassin,7,5,11,JUNGLE,100,True,12630,19151,20,170,"Eclipse, Profane Hydra, Mercury's Treads, Serylda's Grudge, Tunneler, Unknown Item, Oracle Lens"
SICKO420,Sylas,"Mage, Assassin",12,6,9,MIDDLE,100,True,12961,28021,149,0,"Sorcerer's Shoes, Zhonya's Hourglass, Hextech Rocketbelt, Cosmic Drive, Sheen, Needlessly Large Rod, Stealth Ward"
fjgyjhguf,Caitlyn,Marksman,7,4,3,BOTTOM,100,True,12246,21106,210,0,"Doran's Blade, Kraken Slayer, Infinity Edge, Berserker's Greaves, Serrated Dirk, Pickaxe, Stealth Ward"
OnlyLikeThresh,Thresh,"Support, Tank",1,6,11,UTILITY,100,True,7700,8123,37,0,"Warmog's Armor, Unknown Item, Locket of the Iron Solari, Solstice Sleigh, Ionian Boots of Lucidity, Control Ward, Oracle Lens"
Utwardzacz15,Nasus,"Fighter, Tank",4,8,3,TOP,200,False,9630,12501,161,0,"Doran's Shield, Trinity Force, Plated Steelcaps, Frozen Heart, Bramble Vest, Chain Vest, Stealth Ward"
StoneHeady,MonkeyKing,"Fighter, Tank",0,7,9,JUNGLE,200,False,8871,9415,31,146,"Sundered Sky, Ravenous Hydra, Ruby Crystal, Plated Steelcaps, Ruby Crystal, Unknown Item, Oracle Lens"
Nïcolαs,Ahri,"Mage, Assassin",6,10,8,MIDDLE,200,False,9762,23569,143,0,"Doran's Ring, Sorcerer's Shoes, Malignance, Horizon Focus, Fated Ashes, Haunting Guise, Farsight Alteration"
Amrk jr,Jhin,"Marksman, Mage",10,6,7,BOTTOM,200,False,12881,24831,199,4,"Boots of Swiftness, The Collector, Rapid Firecannon, Noonquiver, Executioner's Calling, Infinity Edge, Farsight Alteration"
Cloude,Karma,"Mage, Support",5,6,10,UTILITY,200,False,8587,20621,52,0,"Zaz'Zak's Realmspike, Malignance, Sorcerer's Shoes, Imperial Mandate, Oblivion Orb, Ruby Crystal, Oracle Lens"
coco drill,Vayne,"Marksman, Assassin",4,8,2,TOP,100,False,10934,20850,166,3,"Kraken Slayer, Hearthbound Axe, Berserker's Greaves, Recurve Bow, Blade of The Ruined King, Unknown Item, Farsight Alteration"
Bewáre ,Rengar,"Assassin, Fighter",4,4,3,JUNGLE,100,False,10321,12443,22,173,"Stridebreaker, Eclipse, Control Ward, Boots, Last Whisper, Unknown Item, Oracle Lens"
Rašica,Anivia,Mage,1,4,4,MIDDLE,100,False,8801,15373,200,0,"Doran's Ring, Seraph's Embrace, Fated Ashes, Sorcerer's Shoes, Unknown Item, Rod of Ages, Farsight Alteration"
xmiterx,Corki,"Marksman, Mage",2,7,1,BOTTOM,100,False,8146,15578,153,4,"Doran's Blade, The Collector, Boots, Infinity Edge, Cloak of Agility, Unknown Item, Stealth Ward"
Koviiiczek,Seraphine,"Support, Mage",3,5,5,UTILITY,100,False,6718,12722,27,0,"Zaz'Zak's Realmspike, Control Ward, Seeker's Armguard, Rylai's Crystal Scepter, Ionian Boots of Lucidity, Unknown Item, Oracle Lens"
ArioXplayer,Gnar,"Fighter, Tank",5,2,3,TOP,200,True,12227,18967,208,0,"Trinity Force, Sterak's Gage, Thornmail, Plated Steelcaps, Long Sword, Ruby Crystal, Stealth Ward"
Heros108,Skarner,"Tank, Fighter",3,1,10,JUNGLE,200,True,8745,13250,16,106,"Jak'Sho, The Protean, Heartsteel, Cloth Armor, Cloth Armor, Mercury's Treads, Unknown Item, Stealth Ward"
Wróżbita Waldek,Sylas,"Mage, Assassin",12,3,3,MIDDLE,200,True,12409,34014,187,0,"Rabadon's Deathcap, Cosmic Drive, Hextech Rocketbelt, Sorcerer's Shoes, Dark Seal, Amplifying Tome, Stealth Ward"
Amrk jr,Thresh,"Support, Tank",0,4,16,UTILITY,200,True,7535,7583,27,0,"Plated Steelcaps, Solstice Sleigh, Knight's Vow, Locket of the Iron Solari, Unknown Item, Unknown Item, Oracle Lens"
Cloude,Aphelios,Marksman,7,4,5,BOTTOM,200,True,12003,23643,180,20,"Infinity Edge, The Collector, Boots of Swiftness, Immortal Shieldbow, Cloak of Agility, Dagger, Farsight Alteration"
,Yone,"Fighter, Assassin",3,8,2,TOP,100,False,8004,16417,151,0,"Doran's Blade, Refillable Potion, Berserker's Greaves, Blade of The Ruined King, Noonquiver, Unknown Item, Stealth Ward"
MåverÎck,Ekko,"Assassin, Mage",5,3,1,JUNGLE,100,False,8753,6046,21,112,"Lich Bane, Dark Seal, Hextech Rocketbelt, Sorcerer's Shoes, Amplifying Tome, Unknown Item, Oracle Lens"
Shaco is here,Naafiri,"Assassin, Fighter",1,7,2,MIDDLE,100,False,7719,13790,154,0,"Eclipse, Refillable Potion, Cloth Armor, Slightly Magical Footwear, Unknown Item, Profane Hydra, Farsight Alteration"
Amrk jr,Caitlyn,Marksman,2,6,4,BOTTOM,100,False,8085,10121,141,0,"Slightly Magical Footwear, The Collector, Infinity Edge, Dagger, Unknown Item, Unknown Item, Farsight Alteration"
Cloude,Swain,"Mage, Support",3,8,2,UTILITY,100,False,6109,7807,31,0,"Solstice Sleigh, Liandry's Torment, Sorcerer's Shoes, Lost Chapter, Unknown Item, Unknown Item, Oracle Lens"
,Jayce,"Marksman, Fighter",3,3,6,MIDDLE,200,True,9202,14777,153,4,"Youmuu's Ghostblade, Refillable Potion, Muramana, Last Whisper, Ionian Boots of Lucidity, Unknown Item, Farsight Alteration"
xTriLLeXx,Gragas,"Fighter, Mage",6,0,6,JUNGLE,200,True,9507,9720,11,139,"Shadowflame, Lich Bane, Needlessly Large Rod, Unknown Item, Dark Seal, Unknown Item, Oracle Lens"
TSM żNyk,Gangplank,Fighter,5,3,6,TOP,200,True,9672,16306,152,0,"Doran's Shield, Ionian Boots of Lucidity, Trinity Force, The Collector, Warden's Mail, Unknown Item, Farsight Alteration"
papaki12,Kaisa,"Marksman, Mage",14,5,5,BOTTOM,200,True,11166,25412,143,4,"Guinsoo's Rageblade, Statikk Shiv, Nashor's Tooth, Berserker's Greaves, Unknown Item, Unknown Item, Stealth Ward"
VI 1,Lulu,"Support, Mage",4,3,17,UTILITY,200,True,7435,7886,16,0,"Dream Maker, Moonstone Renewer, Ionian Boots of Lucidity, Kindlegem, Ardent Censer, Unknown Item, Oracle Lens"
Kubzik,Karthus,Mage,17,13,10,TOP,100,True,16893,58193,219,1,"Rabadon's Deathcap, Shadowflame, Malignance, Sorcerer's Shoes, Void Staff, Fated Ashes, Stealth Ward"
BBC TomcioSpluwa,XinZhao,"Fighter, Tank",12,7,13,JUNGLE,100,True,16115,24059,36,190,"Plated Steelcaps, Titanic Hydra, Randuin's Omen, Black Cleaver, Tunneler, Sundered Sky, Oracle Lens"
SheeZyEz,Yasuo,"Fighter, Assassin",14,11,8,MIDDLE,100,True,16255,34955,201,21,"Infinity Edge, Stridebreaker, Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, Cloth Armor, Stealth Ward"
szafraN,Xayah,Marksman,3,6,14,BOTTOM,100,True,12092,15826,191,15,"Infinity Edge, Essence Reaver, Berserker's Greaves, Navori Flickerblade, Long Sword, Null-Magic Mantle, Farsight Alteration"
Noobaba1os,Nami,"Support, Mage",3,7,35,UTILITY,100,True,11016,13662,18,0,"Imperial Mandate, Dream Maker, Unknown Item, Moonstone Renewer, Ardent Censer, Ionian Boots of Lucidity, Oracle Lens"
Ρantera,Vayne,"Marksman, Assassin",16,11,4,TOP,200,False,16326,48219,199,0,"Wit's End, Guinsoo's Rageblade, Berserker's Greaves, Trinity Force, Terminus, Tunneler, Stealth Ward"
biocosmosis,JarvanIV,"Fighter, Tank",4,9,17,JUNGLE,200,False,13767,22191,43,158,"Sundered Sky, Eclipse, Control Ward, Frozen Heart, Plated Steelcaps, Spirit Visage, Oracle Lens"
Wizardpool,Syndra,Mage,7,12,9,MIDDLE,200,False,12619,32747,177,0,"Stormsurge, Rabadon's Deathcap, Luden's Companion, Sorcerer's Shoes, Blasting Wand, Blighting Jewel, Farsight Alteration"
Amrk jr,Caitlyn,Marksman,13,7,6,BOTTOM,200,False,16636,41378,244,9,"Berserker's Greaves, The Collector, Zeal, Opportunity, Infinity Edge, Lord Dominik's Regards, Farsight Alteration"
Cloude,Karma,"Mage, Support",3,10,14,UTILITY,200,False,9315,11792,35,0,"Dream Maker, Malignance, Sorcerer's Shoes, Imperial Mandate, Moonstone Renewer, Unknown Item, Oracle Lens"
seensiki,Garen,"Fighter, Tank",6,2,2,TOP,100,True,11722,24110,171,12,"Doran's Shield, Dead Man's Plate, Stridebreaker, Mercury's Treads, Phantom Dancer, Pickaxe, Farsight Alteration"
ZabijoKoszmar,Lillia,"Fighter, Mage",5,1,9,JUNGLE,100,True,10081,20556,15,130,"Mercury's Treads, Riftmaker, Unknown Item, Liandry's Torment, Dark Seal, Blasting Wand, Oracle Lens"
Alexonyy123,Fizz,"Assassin, Fighter",7,3,2,MIDDLE,100,True,11963,20606,178,3,"Stormsurge, Unknown Item, Ionian Boots of Lucidity, Dark Seal, Lich Bane, Rabadon's Deathcap, Stealth Ward"
bogdan popovici,Sivir,Marksman,2,2,3,BOTTOM,100,True,9263,15528,147,14,"Cull, Essence Reaver, Boots of Swiftness, Navori Flickerblade, Noonquiver, Unknown Item, Stealth Ward"
GGoolldenBooy,Bard,"Support, Mage",2,6,13,UTILITY,100,True,7651,9640,23,0,"Locket of the Iron Solari, Bloodsong, Redemption, Amplifying Tome, Boots of Swiftness, Unknown Item, Oracle Lens"
Koteczek21412,Shen,Tank,1,6,7,TOP,200,False,6451,15766,89,0,"Doran's Shield, Heartsteel, Bami's Cinder, Mercury's Treads, Cloth Armor, Unknown Item, Stealth Ward"
ANTWNHS REMΟS,Zac,"Tank, Fighter",3,2,4,JUNGLE,200,False,7814,13820,53,88,"Thornmail, Hollow Radiance, Plated Steelcaps, Ruby Crystal, Unknown Item, Unknown Item, Oracle Lens"
Wo F4t,Ahri,"Mage, Assassin",2,4,5,MIDDLE,200,False,8546,11306,151,2,"Doran's Ring, Sorcerer's Shoes, Malignance, Stormsurge, Unknown Item, Unknown Item, Stealth Ward"
Cloude,Caitlyn,Marksman,4,4,2,BOTTOM,200,False,9813,14576,173,4,"Infinity Edge, The Collector, Boots of Swiftness, Last Whisper, Cloak of Agility, Unknown Item, Farsight Alteration"
Amrk jr,Lux,"Mage, Support",4,6,2,UTILITY,200,False,6680,12526,44,0,"Sorcerer's Shoes, Luden's Companion, Hextech Alternator, Zaz'Zak's Realmspike, Amplifying Tome, Unknown Item, Oracle Lens"
mo0piN,Sett,"Fighter, Tank",14,5,9,TOP,100,True,17592,39674,198,12,"Sterak's Gage, Stridebreaker, Mercury's Treads, Black Cleaver, Overlord's Bloodmail, Steel Sigil, Stealth Ward"
nie znasz mnie,Evelynn,"Assassin, Mage",11,5,11,JUNGLE,100,True,13869,22183,29,168,"Stormsurge, Shadowflame, Void Staff, Sorcerer's Shoes, Needlessly Large Rod, Unknown Item, Oracle Lens"
,Aatrox,Fighter,8,8,13,MIDDLE,100,True,13917,41838,185,4,"Sundered Sky, Eclipse, Sterak's Gage, Caulfield's Warhammer, Mercury's Treads, Long Sword, Stealth Ward"
OTT Dajdulín,Xayah,Marksman,5,5,12,BOTTOM,100,True,14674,27734,236,19,"Lord Dominik's Regards, Kraken Slayer, Navori Flickerblade, Berserker's Greaves, Cloak of Agility, B. F. Sword, Farsight Alteration"
monikα enjoyer,Rakan,Support,3,5,19,UTILITY,100,True,9292,9178,41,0,"Celestial Opposition, Locket of the Iron Solari, Control Ward, Zeke's Convergence, Ionian Boots of Lucidity, Kindlegem, Oracle Lens"
Androxis,Darius,"Fighter, Tank",3,9,7,TOP,200,False,12051,21832,199,0,"Sterak's Gage, Winged Moonplate, Plated Steelcaps, Trinity Force, Negatron Cloak, Ruby Crystal, Stealth Ward"
Amrk jr,Kalista,Marksman,15,10,1,BOTTOM,200,False,15413,42939,180,4,"Berserker's Greaves, Blade of The Ruined King, Guinsoo's Rageblade, Executioner's Calling, Maw of Malmortius, Runaan's Hurricane, Farsight Alteration"
jakoby16,Ahri,"Mage, Assassin",5,6,12,MIDDLE,200,False,12776,34290,214,4,"Doran's Ring, Luden's Companion, Sorcerer's Shoes, Cosmic Drive, Rabadon's Deathcap, Amplifying Tome, Stealth Ward"
Cloude,Udyr,"Fighter, Tank",5,8,10,JUNGLE,200,False,11940,29829,12,163,"Dead Man's Plate, Liandry's Torment, Mercury's Treads, Thornmail, Negatron Cloak, Giant's Belt, Oracle Lens"
Archon99,Thresh,"Support, Tank",0,8,18,UTILITY,200,False,8961,14022,32,4,"Knight's Vow, Plated Steelcaps, Locket of the Iron Solari, Solstice Sleigh, Negatron Cloak, Winged Moonplate, Oracle Lens"
Sekino,Galio,"Tank, Mage",9,4,14,MIDDLE,100,True,11746,24043,151,0,"Hollow Radiance, Zhonya's Hourglass, Mercury's Treads, Riftmaker, Unknown Item, Unknown Item, Farsight Alteration"
always blame jng,Skarner,"Tank, Fighter",11,3,16,JUNGLE,100,True,13754,36670,43,171,"Unending Despair, Heartsteel, Plated Steelcaps, Sterak's Gage, Tunneler, Tunneler, Oracle Lens"
Cloude,MissFortune,"Marksman, Mage",17,3,9,BOTTOM,100,True,16916,46574,267,0,"The Collector, Hubris, Boots of Swiftness, Infinity Edge, Lord Dominik's Regards, Noonquiver, Farsight Alteration"
Jozalallaes,Garen,"Fighter, Tank",8,4,3,TOP,100,True,12935,19303,211,4,"Mercury's Treads, Stridebreaker, Force of Nature, Phantom Dancer, Doran's Shield, Winged Moonplate, Farsight Alteration"
Amrk jr,Leona,"Tank, Support",3,1,21,UTILITY,100,True,9716,15324,19,0,"Plated Steelcaps, Warmog's Armor, Celestial Opposition, Locket of the Iron Solari, Cloth Armor, Bramble Vest, Oracle Lens"
po co probójesz,Teemo,"Marksman, Mage",4,7,2,TOP,200,False,14222,41767,236,16,"Malignance, Nashor's Tooth, Sorcerer's Shoes, Liandry's Torment, Void Staff, Oblivion Orb, Farsight Alteration"
Lesso,Zac,"Tank, Fighter",5,10,1,JUNGLE,200,False,11349,17028,39,112,"Unending Despair, Sunfire Aegis, Plated Steelcaps, Jak'Sho, The Protean, Control Ward, Unknown Item, Oracle Lens"
Stary Kevina,Gangplank,Fighter,3,9,7,MIDDLE,200,False,12231,28611,194,8,"Trinity Force, Infinity Edge, Lord Dominik's Regards, Mercury's Treads, Unknown Item, Unknown Item, Farsight Alteration"
axksao,Ezreal,"Marksman, Mage",2,9,4,BOTTOM,200,False,9714,28611,189,4,"Last Whisper, Muramana, Trinity Force, Long Sword, Unknown Item, Ionian Boots of Lucidity, Farsight Alteration"
cookiedog,Bard,"Support, Mage",1,13,7,UTILITY,200,False,7261,12593,20,0,"Solstice Sleigh, Ruby Crystal, Boots of Swiftness, Jak'Sho, The Protean, Bramble Vest, Chain Vest, Oracle Lens"
Jakubek33379,Sett,"Fighter, Tank",12,3,8,TOP,100,True,15420,51690,250,10,"Plated Steelcaps, Stridebreaker, Blade of The Ruined King, Sterak's Gage, Tunneler, Tunneler, Stealth Ward"
Top Lux,Kayn,"Fighter, Assassin",9,8,8,JUNGLE,100,True,11913,18334,15,116,"Caulfield's Warhammer, Eclipse, Mercury's Treads, Black Cleaver, Pickaxe, Steel Sigil, Farsight Alteration"
mizdraku,Fizz,"Assassin, Fighter",17,8,3,MIDDLE,100,True,14933,35066,167,0,"Doran's Ring, Stormsurge, Lich Bane, Void Staff, Sorcerer's Shoes, Needlessly Large Rod, Stealth Ward"
